Компьютерная техника;"Ноутбуки 12"" и ниже";Fujitsu Siemens;Amilo Pro V3205 (EM71V3205AD);"Intel Core Duo T2250 1.73GHz 2MB SLC / 512MB / 80GB / DVD DL+/-RW/ 12.1"" WXGA Crystal View / Win XPH / LAN / Modem / Intel Pro W-LAN i3945 a/b/g/ BT";6323,2;1235;;24;http://www.dmarket.com.ua/fujitsusiemens-amilo-v3205-p-386.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Fujitsu Siemens;AMILO Pro V3205;Intel Core Duo T2050 (1.6GHz),Intel 945GM,512Mb DDR2 533,80G5S,12.1”WXGA,TV-Out,DVD DL+/-RW,LAN,FM,WiFi b/g,BT,1394,4xUSB 2.0,CR,DVI,Exp Card,1.8kg,BLACK,Win XPH (UA) (APED320565E2RU);6912;1350;;24;http://www.dmarket.com.ua/fujitsu-amilo-v3205-aped320565e2ru-p-399.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Fujitsu Siemens;AMILO Si 1520;"Intel Core2 Duo T5600 1.83 GHz 2MB SLC / 2x512MB DDR2 / Intel GMA 950 (up to 128MB Shared Memory)/ 80GB / DVD DL+/-RW / 12"" WXGA Crystal View/ Win XPH RUS / LAN / Modem / WLAN Intel 3945ABG/ BT";8448;1650;;24;http://www.dmarket.com.ua/fujitsu-siemens-amilo-1520-100100007-p-382.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Fujitsu Siemens;AMILO Si 1520;"Intel Core2 Duo T5600 1.83 GHz 2MB SLC / 2x512MB DDR2 / Intel GMA 950 (up to 128MB Shared Memory)/ 120GB / DVD DL+/-RW / 12"" WXGA Crystal View/ Windows XP MCE RUS / LAN / Modem / WLAN Intel 3945ABG/ BT";9216;1800;;24;http://www.dmarket.com.ua/fujitsu-siemens-amilo-1520-100100008-p-383.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Panasonic;Toughbook CF-29L3LGZBM;" CF-29L3LGZBM P-M1.6G LV, 13.3""XGA, Non Touch, 512MB/ 80GB/ WLAN 11a/ b/ ";17920;3500;;24;http://www.dmarket.com.ua/panasonic-toughbook-cf29-l3lgzbm-p-1023.html
Компьютерная техника;"Ноутбуки 12"" и ниже";LG;LG LW20-15DR; 12.1 FineBright WXGA/ Intel Pentium M 770 (2.13 GHz)/ 512MB(533)/ 60GB/ DVD-Super Multi/ FM/ Lan/ 802.11bg/ Win XP Home/ 1.8кг;7424;1450;;24;http://www.dmarket.com.ua/lg-lw20g2dr-p-378.html?manufacturers_id=41
Компьютерная техника;"Ноутбуки 12"" и ниже";LG;LG TX-A555R1;"L 12.1"" Glare WXGA/ Pentuim M 773 ULV (1.3 GHz)/ 1GB(2x512MB)/ 60GB/ Super Multi(9.5)-DL (External)/ WLAN 802.11bg/ BT/ XP HE/ 1,1 kg";9728;1900;;24;http://www.dmarket.com.ua/lg-txa555r1-p-969.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Samsung;Q1-M000;"Cel M ULV353 (900 MHz), 512Mb, HDD 40GB, no ODD, 7"" Touch Screen WVGA (800X480), GMA 900 max. 128MB, WiFi, Bluetooth, LAN, 2xUSB 2.0, CF, WinXP Tablet Edition, 0,78 kg) (NP-Q1-M000) ";5427,2;1060;;36;http://www.dmarket.com.ua/samsung-npq1m000-p-948.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Samsung;Q35 NP-Q35C005;"12.1""WXGA Glare, T 2300E(Dual) 1.66GHz, 512MB(256MB_on board), 80Gb, Super multi 12.7m, Lan/56K/WiFi/BT, 6cell, XP Home, Silver,1.89kg";7168;1400;;36;http://www.dmarket.com.ua/samsung-npq35c005-p-418.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Samsung;Q35 NP-Q35C004;"Intel Core Duo T2300 1,66GHz, 12.1"" WXGA Glare, 512MB DDRII, 80Gb, DVD Super Multi 802.11(a/g), BT LAN 10/100 Intel GMA 950  DVMT max. 128MB, XP Home, 1,89 kg";7168;1400;;36;http://www.dmarket.com.ua/samsung-npq35c004-p-492.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Samsung;NP-Q35C008 ;"CPU Intel  Core2 Duo T5500 (1,66GHz, 2M Cache, FSB 667 MHz), display 12.1"" WXGA Glare, RAM 512MB, HDD 80Gb, optical drive DVD Super Multi DL, wireless Wi-Fi 11ag, Bluetooth, LAN 10/100, Ports 2 USB 2.0, IEEE1394 (4pin), 1 Type II PC card, RJ11, RJ45, Head";6297,6;1230;;36;http://www.dmarket.com.ua/samsung-npq35c008-p-1111.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Samsung;Q30 NP-Q30CY04;"CPU Intel PM 753 (1,2GHz, 2MB L2 cash, 400MHz FSB, Ultra Low Voltage), display 12.1"" WXGA (1280x800), video Intel Extreme2 (up to 64MB UMA), RAM 512MB DDR, HDD 60GB 4200rpm, optical drive DVD S-Multi, wireless iee 802.11g, Bluetooth, 2 USB 2.0, VGA, 6 pin";9523,2;1860;;36;http://www.dmarket.com.ua/samsung-npq30cy04-p-493.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Samsung;Q35  NP-Q35C00A;"12.1"" / WXGA Glare / T2250(1.66) / 512MB(256MB_D5_on board) / Intel GMA 950, DVMT max. 128MB / 80Gb / Super Multi DL / 11ag+BT / XP Home / 1,89 / 1+2";6297,6;1230;;36;http://www.dmarket.com.ua/samsung-npq35c00a-p-947.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Samsung;Q40 NP-Q40C001;"CPU Intel Core Solo U1400 (1,2Ghz, 2MB L2 cash, 533MHz FSB), RAM 768MB DDR, HDD 60GB, video Intel Graphic Extreme2 64MB UMA, display 12,1"" WXGA Glossy, optical drive DVD-SMulti, wireless iee802.11b/g, Bluetooth, color Red, OS XP Home, weight 1,1kg";9088;1775;;36;http://www.dmarket.com.ua
Компьютерная техника;"Ноутбуки 12"" и ниже";Samsung;Q40 NP-Q40T001;"ULV_1400 1,20 2M 400 12.1"" WXGAG 1280MB 60Gb Super Multi DL 12.7m 11g 10/100 2 USBs (USB 2.0), VGA, 6 pin IEEE 1394, 3in1 (MS, MS Pro, SD, MMC), CF Card, Headphone, Audio out, Mic-in, RJ-45, RJ-11 Intel Extreme Graphics 2 Technology, max 64MB XP Pro 3+6ce";9523,2;1860;;36;http://www.dmarket.com.ua/samsung-npq40t001-p-642.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Samsung;Q35T002;"12.1"" / WXGA Glare / T5600 (1.83)/ 1024MB (512M_D5x2) / Intel GMA 950, DVMT max. 128MB / 120Gb 5400 / Super Multi DL / 11ag+BT / XP Pro / 1,89 / 1+2";7782,4;1520;;36;http://www.dmarket.com.ua
Компьютерная техника;"Ноутбуки 12"" и ниже";Samsung;Q35 NP-Q35T001;"T5600 1,83 12.1"" WXGA Glare 1024MB (512M_D5x2) 120Gb 5400 Super Multi DL 11ag+BT 10/100 2 USB 2.0, IEEE1394 (4pin), 1 Type II PC card, RJ11, RJ45, Headphone-out (SPDIF), Mic-in, MS, MS Pro, SD, ММC, High Speed ММC, XD, HD-audio Intel GMA 950, DVMT max. 12";8243,2;1610;;36;http://www.dmarket.com.ua
Компьютерная техника;"Ноутбуки 12"" и ниже";Samsung;Q35 NP-Q35C009;"T2250 1,66 2M 667 12.1"" WXGA Glare 512MB(256MB_D5_on board) 80Gb Super Multi DL 11ag+BT 10/100 2 USB 2.0, IEEE1394 (4pin), 1 Type II PC card, RJ11, RJ45, Headphone-out (SPDIF), Mic-in, MS, MS Pro, SD, ММC, High Speed ММC, XD, HD-audio Intel GMA 950, DVMT ";6860,8;1340;;36;http://www.dmarket.com.ua
Компьютерная техника;"Ноутбуки 12"" и ниже";Sony;VGN-TX3XRP/B.RU3;"CPU Intel Core Solo U1400 (1,2GHz, 2MB L2 cash, Ultra Low Voltage), display 11,1"" WXGA, RAM 1024MB DDR2 533MHz, HDD 80GB 4200rpm,  optical drive DVD+-RW +DL, Reideen,, wireless iee802.11abg, Bluetooth, OS XP Pro , HDDP, TPM (disabled), FingerPrint, weight";13260,8;2590;;12;http://www.dmarket.com.ua/sony-vaio-vgntx3xrpb-p-420.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Sony;VGN-TX3HR;"CPU Intel Core Solo U1300 (1,1GHz, 2MB L2 cash, Ultra Low Voltage), display 11,1"" WXGA, RAM 512MB DDR2 533MHz, HDD 80GB 4200rpm,  optical drive DVD+-RW +DL, wireless iee802.11abg, Bluetooth, OS XP Pro , HDDP, FingerPrint, weight 1,25kg";13670,4;2670;;12;http://www.dmarket.com.ua/sony-vaio-vgntx3hrpru3-p-597.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Sony;VAIO VGN-TX650 P/B;"CPU Intel PM 753 (1,20GHz, 2MB L2 cash, 400MHz FSB, Ultra Low Voltage), RAM 512 DDR2  400MHz, 60GB 4200 rpm UATA, optical drive DVD-RW Dual, display 11,1"" WXGA XBRITE, video Intel GMA 900 (up to 128MB UMA), wireless 802.11b/g, Bluetooth, weight 1,25kg,";12134,4;2370;;12;http://www.dmarket.com.ua/sony-vaio-vgntx650-p-560.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Sony; VAIO VGN-TX750PB;"Intel PM 753 (1,20GHz, 2MB L2 cash, 400MHz FSB, Ultra Low Voltage), 512Mb DDR2, 60GB, DVD-RW Dual, 11,1"" WXGA XBRITE, Intel GMA 900 (up to 128MB UMA), WiFi 802.11b/g, Bluetooth, 1,25kg) ";13875,2;2710;;12;http://www.dmarket.com.ua/sony-vaio-vgntx750pb-p-229.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Sony; VAIO VGN-TX850PB;Intel Core U1400 (1,2GHz, 2MB L2 cash), 1024MB DDR2 533MHz, 80GB, DVD+/-RW DL, 11.1” WXGA+ with XBRITE™, Intel GMA 950 up to 224MB, WiFi 802.11b/g, Bluetooth, security Fingerprint Sensor, Win XP Pro) ;13312;2600;;12;http://www.dmarket.com.ua/sony-vaio-vgntx850-p-419.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Sony;VAIO VGN TXN15P/T;CPU Intel Core U1400 (1,2GHz, 2MB L2 cash), RAM 1024MB DDR2 533MHz, HDD 80GB 4200rpm with G-Shock protection, optical drive DVD+/-RW DL, display 11,1” WXGA+ with XBRITE™ Technology (1366x768),  video Intel GMA 950 up to 224MB, wireless iee 8021.11 a/b/g, ;13670,4;2670;;12;http://www.dmarket.com.ua/sony-vaio-txn15pt-p-875.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Sony;VGN-UX280P VAIO;"CPU Intel Core Solo U1400 (1,20GHz, 2MB L2 cash, 533MHz FSB), RAM 1024MB DDR2 400MHz, HDD 40GB 4200 UATA with G-Sensor Shock Protection, display 4,5"" Touch Screen WSVGA LCD, video Intel GMA 950 up to 128MB, wireless iee802.11a/b/g, Edge(Locked), Bluetooth";11673,6;2280;;12;http://www.dmarket.com.ua/sony-vaio-vgnux280p-p-1009.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Toshiba;Satellite U200-181;" Intel Core2 Duo T5600(1,83GHz, 2MB L2 cash, 667MHz FSB), RAM 512MB DDR2 533MHz, HDD 80GB 5400rpm SATA, display 12,1"" WXGA CSV TrueBright, optical drive DVD-SMulti (+-R  DL) Slim (9.5mm) 8x, video Intel GMA950 up to 128MB, wireless iee802.11a/b/g, Blue";7296;1425;;24;http://www.dmarket.com.ua/toshiba-satellite-u200181-p-483.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Toshiba;Portege R200-127;" Intel® Pentium® M Ultra Low Voltage 773, 1.3 ГГц, Windows® XP Pro, 512 (256 + 256) МБ DDR2, 60 ГБ, 12.1 "" TFT-дисплей XGA, Mobile Intel®915GMS Express, максимальное время работы : до 04:40:00 (Mobile Mark) часа,  Магниевый корпус, Fingerprint, W";12390,4;2420;;24;http://www.dmarket.com.ua/toshiba-portege-r200127-p-488.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Toshiba;Portege R200;"PentiumM-753(1.2GHz ULV), 12"" TFT (XGA 1024*768), Intel® 915 GMS (up to 128MB), RAM 512 MB(2x256, DDR2 533MHz), HDD 60GB (4.2K rpm), WiFi (802.11b/g), Bluetooth, Gigabit Ethernet, 1xPCMCIA, 2xUSB 2.0,SD Card slot, up to 4h on bat, 1.29kg, XP Pro";7987,2;1560;;24;http://www.dmarket.com.ua/toshiba-portege-r200-p-489.html
Компьютерная техника;"Ноутбуки 12"" и ниже";Toshiba;Portege M400 ;" Intel Core Duo T2400 (1,83GHz,2MB L2 cash, 667MHz FSB) RAM  512 MB DDR2 533MHz, ), HDD 80 Gb, optical drive DVD Super Multi (Double Layer),  display 12.1 ""  SXGA+ (1400x1050), video Intel GMA950 (up to 128MB UMA), wireless iee802.11 a.b.g , Bluetoot)  ";12697,6;2480;;24;http://www.dmarket.com.ua/toshiba-portege-m400-p-490.html
Компьютерная техника;"Ноутбуки 14""";APPLE;Macbook MA700A;"Intel Core 2 Duo 2.0 ГГц (кэш II ур. – 4096Кб); FSB 667МГц; 1 Гб DDR-II 80 Гб SATA (5400 об/мин); 10/100/1000 Кб/с, 802.11g;DVD SuperMulti (slot); Intel GMA 950 64 Мб USB2.0x2, Bt, FW 400; ОС: Mac OS X 10.4;13,3” TFT WXGA 1280x800 вес 2.36 кг;1г.web 
";8243,2;1610;;12;http://www.dmarket.com.ua/apple-macbook-ma700a-p-1005.html
Компьютерная техника;"Ноутбуки 14""";APPLE;Macbook MA699;13.3” TFT WXGA 1280x800 (16,7 млн цветов) Glossy, Intel Core 2 Duo T5600 1.83 ГГц ,512 Mб (2x256) DDR-II, 60 Гб SATA (5400 об/мин), DVD-ROM/CD-RW (slot), Intel GMA 950 64 Мб int, USB2.0x2, IEEE 1394, Bluetooth 2.0+EDR, mini DVI, 10/100/1000 Кб/с, 802.11a/b/g, audio in/out analog/optical, Mac OS X 10.4 Tiger Russian,Пульт ДУ ;7168;1400;;12;http://www.dmarket.com.ua/apple-macbook-ma699-p-1145.html
Компьютерная техника;"Ноутбуки 14""";Acer;TravelMate 2482WXMi ;"Celeron M 420 (1.6GHz), Intel 940GML, 512Mb DDR2 533, 60G5, DVD-SM, 14.1"" WXGA, 950GM 64Mb, VGA, S-Video, LAN, FM, 802.11b/g, 3xUSB 2.0, CR, PCMCIA II, WinXP HE, 2.4kg";3379,2;660;;12;http://www.dmarket.com.ua/acer-travelmate-2482wxmi-p-409.html
Компьютерная техника;"Ноутбуки 14""";Acer;TravelMate 2483WXMi(001);"CPU Intel CM 430 (1,73GHz, 1MB L2 cash, 400MHz FSB), RAM 512MB DDR2, HDD 80GB 5400rpm, display 14,1"" WXGA, video Intel GMA 940GL 224MB UMA,  optical drive DVD-SMulti 8X, wireless iee802.11b/g, Bluetooth, battery 6 cell, card reader 5in1, webcam 0,3MP, OS ";3865,6;755;;12;http://www.dmarket.com.ua/acer-travelmate-2483wxmi-p-1010.html
Компьютерная техника;"Ноутбуки 14""";Acer;5051AWXMi (072) ;"Turion 64 2.0GHz/512Mb/120Gb/DVD-RW/X1100/14.1"" (Wi-Fi/BT/WXH)";4736;925;;12;http://www.dmarket.com.ua/acer-5051awxmi-lxav305072-p-928.html
Компьютерная техника;"Ноутбуки 14""";Acer; 5051ANWXMi (006);"CPU AMD Turion 64 MK36 (2GHz, 512KB L2 cash, 31W), RAM 512MB DDR2, HDD 80GB 5400rpm, display 14,1"" WXGA Crystal Bright,  video ATI Radeon Express 1100 up to 128MB UMA, optical drive DVD-SMulti 8X DL? Wireless iee802.11a/b/g, Bluetooth, battery 6cell, card";3507,2;685;;12;http://www.dmarket.com.ua/acer-5051anwxmi-p-1107.html
Компьютерная техника;"Ноутбуки 14""";Acer; 5051ANWXC (039);CPU AMD Turion  64 MK36 (2GHz, 512KB L2 cash, 31W), RAM 256MB DDR2, display 14.1'' WXGA, video ATI MOBILITY™ RADEON® X1100 128MB shared, HDD 60GB 5400rpm, optical drive  Combo, OS bootable Linux, weight 2,4 kg;3020,8;590;;12;http://www.dmarket.com.ua/aspire-5051anwxc-p-836.html
Компьютерная техника;"Ноутбуки 14""";Acer;TravelMate 3222WXMi;"CPU Intel PM 740 (1.73GHz, 2MB L2 cash, 533MHz FSB), RAM 512MB (DDR2), HDD 80GB, reader4in1,  optical drive DVD-SuperMulti, display 14.1""  WXGA, video Radeon X700 64M, wireless WiFi, Bluetooth, OS XP Pro, LAN, 6-cell bat., 2.6kg";4403,2;860;;12;http://www.dmarket.com.ua/acer-travelmate-3222wxmi-p-495.html
Компьютерная техника;"Ноутбуки 14""";Acer;TravelMate 3273WXMi ;"CPU Intel Core2 Duo processor T5500 (1,66GHz, 2MB L2 cash, 667MHz FSB), RAM 512MB DDR2 533MHz, display 14,1"" WXGA, video Intel GMA950 up to 128MB, HDD 120GB 5400rpm SATA, optical drive DVD-SMulti, wireless iee802.11b, LAN ggigabit Ethernet, 1.3MP digital ";5606,4;1095;;12;http://www.dmarket.com.ua/acer-travelmate-3273wxmi-p-691.html
Компьютерная техника;"Ноутбуки 14""";Acer;5572ZNWXMi (010);"CPU Intel Petium Dual Core T2060 (1.6GHz/1MB L2/FSB533), RAM 512MB DDR2, HDD 120GB 5400rpm, display 14,1"" WXGA CrystalBright, video Intel Intel GMA 950 up to 128MB UMA, optical drive DVD-SMulti SM8X, wireless iee802.11b/g, battery 6 cell, card reader 5in1";4249,6;830;;12;http://www.dmarket.com.ua/acer-5572znwxmi-p-1157.html
Компьютерная техника;"Ноутбуки 14""";Acer;Acer TM 2482NWXCi (031);" CelM 1.6GHz/256Mb/40Gb/Combo/940GML/14.1"" (Wi-Fi/WXPpro)";3020,8;590;;12;http://www.dmarket.com.ua/acer-2482nwxci-lxtec0c031-p-888.html
Компьютерная техника;"Ноутбуки 14""";Acer;Aspire 5051ANWXMi (030);"AMD Turion 64 MK36 2 ГГц (кэш II ур. 512Кб);ATI RADEON® XPRESS 1100;512MB DDR-II; 60 Гб;56 Kб/с (V.92); 10/100 Кб/с, 802.11b/g; DVD SuperMulti (tray); 64MB shared;USB2.0x3, PCMCIA, SD, MS, MS Pro, MMC, xD-Picture, Bt;Linux;14.1` WXGA;2,4кг.";3507,2;685;;12;http://www.dmarket.com.ua/acer-aspire-5051anwxmi-p-950.html
Компьютерная техника;"Ноутбуки 14""";ASUS;ASUS Z99H [Z99H-C440S56HXW];"Cel M 440 (1.86GHz),Intel 940GML,512MB DDR2 533,60GB,DVD-SM,14.1""WXGA,VGA,S-Video,GLAN,FM,1394,5xUSB 2.0,Exp Card,CR,Mic,SPDIF,bag,2.4kg,Win XPH Rus)";3942,4;770;;24;http://www.dmarket.com.ua/asus-z99h-z99hc440s56hxw-p-878.html
Компьютерная техника;"Ноутбуки 14""";ASUS;ASUS R1F (R1F-T560S11TAW);"CPU Intel Core 2 Duo T5600 (1,83GHz, 2MB L2 cash, 667MHz FSB), RAM 1024MB DDR2 667, HDD 100GB 5400rpm, optical drive DVD-SMulti, display 13,3""WXGA ColorShine, wireless iee802.11b/g, Bluetooth, OS XP Tablet PC Edition";10393,6;2030;;24;http://www.dmarket.com.ua/asus-r1ft560s11taw-p-852.html
Компьютерная техника;"Ноутбуки 14""";ASUS;(Z99H-C440S58HAW);"CelM440 1.8GHz/512Mb/80Gb/DVD-RW/940GML/14.1"" (Wi-Fi/BT/1394/CR/WXH";4403,2;860;;24;http://www.dmarket.com.ua/asus-z9900h-c440s58haw-p-854.html
Компьютерная техника;"Ноутбуки 14""";ASUS;Z99H-C440S58HXW ;"Cel M 440 (1.86GHz),Intel 940GML,512MB DDR2,80G5,DVD-SM,14.1""WXGA,VGA,S-Video,GLAN,FM,1394,5xUSB 2.0,Exp Card,CR,Mic,SPDIF,bag,2.4kg,Win XPH Rus";4044,8;790;;24;http://www.dmarket.com.ua/asus-z9900h-c440s58hxw-p-926.html
Компьютерная техника;"Ноутбуки 14""";ASUS;Z99H C440S58FX;"14"" WXGA/Cel M 440 (1.8Ghz)/512MB/80GB/DVD Super Multi/Vista HB/bag/2,39kg";4070,4;795;;24;http://www.dmarket.com.ua/asus-z99h-c440s58fx-p-1176.html
Компьютерная техника;"Ноутбуки 14""";ASUS;W6F-T550S11HAW;"Intel Core 2 Duo T5500 (1.66G), Intel 945GM,1024MB DDR2,100G5,DVD-SM,13.3""WXGA,VGA,S-Video,LAN,FM,1394,WiFi b/g,3xUSB 2.0,Exp Card,CR,BT,SPDIF,Win XPH Rus,bag,1.86kg, гарантия 2 года, сумка, мышка в комплекте";8652,8;1690;;24;http://www.dmarket.com.ua/asus-w6ft550s11haw-p-803.html
Компьютерная техника;"Ноутбуки 14""";ASUS;W7J [W7J-T720S1AHAW];"ASUS W7K00J (Intel Core 2 Duo T7200 (2.0G),Intel 945PM,1024MB DDR2,120G5S,DVD-SM,GeForce Go 7400,13.3""WXGA,VGA,S-Video,GLAN,FM,1394,WiFi b/g,3xUSB 2.0,CR,BT,WC,Exp Card,SPDIF,Win XPH Rus,bag,BLACK) (W7J-T720S1AHAW) ";10752;2100;;24;http://www.dmarket.com.ua/asus-t720s1ahaw-p-562.html
Компьютерная техника;"Ноутбуки 14""";ASUS;A8H00Jp [A8Jp-T560S1AHWW];"Intel Core 2 Duo T5600 (1.83G),Intel 945PM,2x512MB DDR2,120G5,DVD-SM,Radeon X1700 256Mb,14""WXGA+,VGA,DVI,TV-out,GLAN,FM,1394,WiFi b/g,IRDA,5xUSB 2.0,SPDIF,CR,EC,WC,bag,2.4kg,Win XPH Rus) ";8704;1700;;24;http://www.dmarket.com.ua/asus-a8h00jna8jpt560s1ahww-p-530.html
Компьютерная техника;"Ноутбуки 14""";ASUS;A8Jn-T550S11HWW;" T5500 1,6GHz/1024Mb/100Gb/DVD-RW/G7300/14"" (1394/IR/WC)";7321,6;1430;;24;http://www.dmarket.com.ua/asus-a8h00jna8jnt550s11hww-p-529.html
Компьютерная техника;"Ноутбуки 14""";ASUS;VGN-BX543 VAIO;"CPU Intel PM 740 (1,73GHz, 2MB L2 cash, 533MHz FSB), RAM 512MB DDR2 533MHz, HDD 80GB 5400 RPM SATA, optical drive DVD-RW Dual, display 14,1"" XGA (1024x768), video Intel GMA 900 (up to 128 UMA), wireless iee 802.11b/g, Bluetooth, weight 2,3kg, OS XP Pro,";8320;1625;;24;http://www.dmarket.com.ua/sony-vaio-vgnbx543-p-602.html
Компьютерная техника;"Ноутбуки 14""";ASUS;VAIO VGN-BX546;"CPU Intel PM 740 (1,73GHz, 2MB L2 Cash, 533MHz), RAM 512MB DDR2 400MHz, HDD 80 5400 rpm SATA, optical drive DVD-RW Dua, display 14,1"" XGA (1024x768), video ATI Radeon X700 256 MB, wireless iee 802.11b/g, Bluetooth, weight 2,3kg, color Gray, OS XP Pro";9011,2;1760;;24;http://www.dmarket.com.ua/sony-vaio-vgnbx546-p-574.html
Компьютерная техника;"Ноутбуки 14""";ASUS; VAIO VGN-BX575B;"PM 750 1,86GHz, 1024MB DDR II 400, 80GB 5400 rpm SATA, DVD-Dual, 17"" WXGA XBRITE, Radeon X700 256MB, 802.11b/g, BlueTooth, 3,77kg, Gray, XP Pro, Gigabit Ethernet, Camera 0.3, i.LINK, 3 USB 2.0, Fingerprint Sensor Cisco V3";11980,8;2340;;24;http://www.dmarket.com.ua/sony-vaio-vgnbx575b-p-573.html
